,name,brand,product_description,price,product_image_url
21,Skin Scrubber Face Beauty Apparatus Fast Ultrasonic USB Charging Clear Acne Facial Care Blackhead Clean,VESSOS,"Description: Material: ABS Power supply: USB charging power supply Charging time: about 150 minutes Battery capacity: 600mA Rated power: 3W Product size: 16 * 4.5 * 1.5cm Cleaning method: clean with cotton or paper towels. Features: Effectively cleans the skin and restore the texture of the skin's moist and shiny Deeply nourishes the bottom of the skin, but the skin is refreshed and youthful Lifting and firming, awakening the sleeping collagen tissue and restoring skin radiance Instructions: Cleansing mode: use with cleanser or facial cleanser, use cleansing mode, use once a day, about 3 minutes each time Moisture import mode: Use with lotion / essence / mask to turn on moisturizing mode to improve skin sagging and restore skin elasticity Lifting and tightening mode: With firming cream and essence, keep the face moist, slowly move the spade head, lift and massage the skin for 3-5 minutes Ultrasonic micro-shock cleaning to remove blackheads / acne and grease Fashionable streamlined design, beautiful and easy to operate High frequency vibration, micro current massage Nutrition introduction, negative ions combined with high frequency vibration can accelerate skin absorption Sonic pulse atomization to deeply cleanse skin dirtPackage list: 1 * Shoveling machine 1 * Charging cable 1 * English manual",16.18,https://i5.walmartimages.com/asr/ad1b2df4-386f-43a1-b2d3-ec3cd6ad18db.a42222a8d08679cf62301ae260f10d1f.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff|https://i5.walmartimages.com/asr/ad1b2df4-386f-43a1-b2d3-ec3cd6ad18db.a42222a8d08679cf62301ae260f10d1f.jpeg?odnHeight=2000&odnWidth=2000&odnBg=ffffff
22,"GoFloats Inflatable Pool Drink Holders (3 Pack) Designed in the US | Huge Selection from Unicorn, Flamingo, Palm and More | Float Your Hot Tub Drinks In Style!",GoFloats,"Conveniently float your drinks in style with GoFloats Flamingo Float 3 pack. The classic Flamingo Design is guaranteed to get laughs from your friends. The floating drink holders fit almost any size cup or beverage so you will always have your drink by your side. The extra high side walls mean the raft will not tip over, unlike many of the other low-cost imitators. Perfect accessory for any pool or hot tub.",35.46,https://i5.walmartimages.com/asr/a8b1b047-a5cb-4019-8d93-8b8527232a35_1.79a7f09fe24e7c500c37780a1f3b378c.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff|https://i5.walmartimages.com/asr/a8b1b047-a5cb-4019-8d93-8b8527232a35_1.79a7f09fe24e7c500c37780a1f3b378c.jpeg?odnHeight=2000&odnWidth=2000&odnBg=ffffff
23,Supa Pond Vacation Fish Food,Supa,"Please note: this item may take up to 4-6 days to ship. Designed to act as a supplementary source of food When placed in the pond, it will dissolve over a period of 2/3 weeks slowly releasing food. UTBT1097",4.58,https://i5.walmartimages.com/asr/c9f953e4-a509-4b7d-ae5b-8a547d7dc2df_1.7a4c183b8eb0e411375b3e8512a2ed4e.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff|https://i5.walmartimages.com/asr/c9f953e4-a509-4b7d-ae5b-8a547d7dc2df_1.7a4c183b8eb0e411375b3e8512a2ed4e.jpeg?odnHeight=2000&odnWidth=2000&odnBg=ffffff
24,1050ML Owl Shape Lunch Box Bento Food-Safe Plastic Food Picnic Container Portable Box Outdoor Camping Lunch Box,Mace,"Features: Made of food-safe plastic. Durable,cute, and easy to clean. Perfect for students, office workers, travel and a lot. It's available for microwave. Microwave OK with lid removed. Unique owl shape style, very cute and lovely. Descriptions: It is Ideal for travel- Box fits easily in most backpacks &amp; briefcases. Now you can have fresh lunch anywhere. Specifications: Material: plastic Color Optional: Pink, Blue, Yellow, Purple Shape: Cute Cartoon Owl Model: for students, Office workers, travel,etc Capacity:1050ml Size: 17 x 13 x 7CM Package include: 1 x Lunch Box Note: don't put the Lid in the Microwave!",12.69,https://i5.walmartimages.com/asr/5a6575d8-76da-4489-9150-d1ece18b1f5f.5b3913d6a06506288c246bd50ffe1851.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff|https://i5.walmartimages.com/asr/5a6575d8-76da-4489-9150-d1ece18b1f5f.5b3913d6a06506288c246bd50ffe1851.jpeg?odnHeight=2000&odnWidth=2000&odnBg=ffffff
25,Carolines Treasures BB5738TBC Alphabet M for Mouse Tall Boy Beverage Insulator Hugger,Caroline's Treasures,Alphabet M for Mouse Tall Boy Beverage Insulator Hugger Fits 22 oz to 24 oz cans or pint bottles. Great collapsable beverage insulator for Energy Drinks or large Iced Tea beverages. Great to keep track of your beverage and add a bit of flair to a gathering. Match with one of the insulated coolers or coasters for a nice gift pack. Wash the hugger in your dishwasher or clothes washer. Specifications. Weight: 0.4 lbs- SKU: CRLT201281,23.08,https://i5.walmartimages.com/asr/8d215a60-1edc-4656-8d87-b0c24cda4ba1_1.ec94586af3af212dbbd2fb07079a9ada.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff|https://i5.walmartimages.com/asr/8d215a60-1edc-4656-8d87-b0c24cda4ba1_1.ec94586af3af212dbbd2fb07079a9ada.jpeg?odnHeight=2000&odnWidth=2000&odnBg=ffffff
26,Rosseto LD155 5 Gallon White Acrylic Beverage Dispenser with Infusion Chamber,Rosseto,"Step up beverage service with this Rosseto LD155 5 gallon white acrylic beverage dispenser with infusion chamber. From catered events to breakfast buffets, guests can access and enjoy your juice, water, iced tea, or lemonade with ease. Use the conveniently included infusion chamber, located in the center of the dispenser, to help add a burst of all-natural flavor to your drinks. Instantly elevate tasteless water or traditional lemonade by infusing herbs such as mint or lavender, or fruits including lemons, limes, cucumbers, or berries. Its acrylic construction is built to last in your commercial establishment, and the removable chamber is easy-to-clean or transport between events.The included crystallized spigot enables guests to easily serve themselves and control portions with the lever. Its convenient design prevents dripping, which conserves waste and prevents messes. Thanks to its raised base, the spigot is elevated to ensure glasses fit underneath it for easy use.A distributor in tabletop products in over 120 countries, Rosseto has quickly risen to the top of the foodservice industry for both quality and design. Between ensuring that only high-quality materials are used in their products to making beautiful user-friendly designs, you are guaranteed to find a quality addition to your food displays. Rosseto is a brand you can trust to create a tabletop display that is not only useful, but elegant as well.Overall Dimensions:Length: 12 7/16&quotWidth: 8 1/2&quotHeight: 22&quotCapacity: 5 gallons",622.62,https://i5.walmartimages.com/asr/251e2d8e-6ffb-4abd-b6c8-fd08c44b3590_1.c4b374dc76380f36d273742ea9df407a.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff|https://i5.walmartimages.com/asr/251e2d8e-6ffb-4abd-b6c8-fd08c44b3590_1.c4b374dc76380f36d273742ea9df407a.jpeg?odnHeight=2000&odnWidth=2000&odnBg=ffffff
27,Rubbermaid Litterless 8.5 oz Juice Box,Rubbermaid,"Juice Box Straw snaps tight for a leak-resistant fit. Freezer and top rack dishwasher safe-Patented sipping spout for comfortable easy drinking. Assorted Colors-Pink, Blue, Green The Sipping Spout Offers Comfortable, Easy Drinking. Straws Snap Tight For A Leak-resistant Fit.The Built-in Straw Extends To The Bottom Of The Container, So You Get Ever Bit Inside. Reduce Waste Of Disposable Straws And Juice Boxes With This Reusable Container. Freezer And Top Rack Dishwasher Safe.",2.19,https://i5.walmartimages.ca/images/Large/227/786/6000200227786.jpg|https://i5.walmartimages.ca/images/Enlarge/227/786/6000200227786.jpg
28,Cal Mil 228-2-010 Beverage Tent Decaf - Silver & Black,Cal-Mil,"Engraved beverage signs in gold or silver with a black base. Easily customizable to meet any of your needs. Features. Engraved - Comes in gold or silver. Comes in coffee, Decaf, Hot Water, Iced Tea, 2% Milk &amp; Half &amp; Half. Beverage Tent DecafSpecifications. Color: Silver. Made in America: Yes. Material: Plastic. Shape: Rectangle. Sign Text: Decaf. Style: Double Sided. Type: Printed Signs. Country of Origin: United States of America. Dimension: 3'' W x 1'' D x 1.5'' H. Weight: 2 lbs- SKU: CMLPD1374",21.96,https://i5.walmartimages.com/asr/896af80e-59b0-41aa-b04f-cd5ff04b8ecd_1.20f306b4c10ca20f86d01e9f3499c7e1.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff|https://i5.walmartimages.com/asr/896af80e-59b0-41aa-b04f-cd5ff04b8ecd_1.20f306b4c10ca20f86d01e9f3499c7e1.jpeg?odnHeight=2000&odnWidth=2000&odnBg=ffffff
29,High Speed Steel Convex Cutter - 1.25 Dia of Circle x 6 dia. x 1.25 Hole,Homecare Products,Features. Constructed with modified material for maximum durability. Precision-machined guarantee compatibility with precision. Compatible with most other tools . Offers strong grasp and grip. Convex Cutter. High Speed Steel. 1 1/4'' Dia of Circle x 6'' Dia x 1 1/4'' Hole- SKU: ZX9FDTL8702,734.94,https://i5.walmartimages.com/asr/53f6f06d-df33-4451-8066-0682fe525cb6_1.a49ee8365312e18572c7fbe1122bfc17.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff|https://i5.walmartimages.com/asr/53f6f06d-df33-4451-8066-0682fe525cb6_1.a49ee8365312e18572c7fbe1122bfc17.jpeg?odnHeight=2000&odnWidth=2000&odnBg=ffffff
30,AIHOME Mini Liquid Infuser Durable Convenient Connector Hose for Drink,Aihome,Specification: Material: soft rubber Color: white Packing List: 1*Mini Liquid Infuser,11.13,https://i5.walmartimages.com/asr/07308f8e-115b-4190-89ab-9aa4c4a0b98b.f6d9cac7c8f103c75688d76ebd6ce050.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff|https://i5.walmartimages.com/asr/07308f8e-115b-4190-89ab-9aa4c4a0b98b.f6d9cac7c8f103c75688d76ebd6ce050.jpeg?odnHeight=2000&odnWidth=2000&odnBg=ffffff
31,Foldable Car Cup Holder Portable ABS Beverage Holder Cup Bracket Color:gray,LeadingStar,Product name: Cup holderColor: As shownMaterial: ABSSize: 10*11.3cmPacking list:1*Cup holderNote:Light shooting and different displays may cause the color of the item in the picture a little different from the real thing. The measurement allowed error is +/- 1-3cm.,8.45,https://i5.walmartimages.com/asr/dcbfd67c-25f7-4fe7-a56a-c00b4fec4643.51889e2c807702fd48a048eb979c8bee.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff|https://i5.walmartimages.com/asr/dcbfd67c-25f7-4fe7-a56a-c00b4fec4643.51889e2c807702fd48a048eb979c8bee.jpeg?odnHeight=2000&odnWidth=2000&odnBg=ffffff
32,Large Food Storage Container Dry Food Flour Rice Dispenser Large Containers With Lids,Aihome,"Packing list: Product Name: Rice Storage Container material: plastic Size: Approx.38*22*23cm Capacity: 8L-9L Features: insect-proof box, visible box, clear scale. List: Rice storage tank *1",169.34,https://i5.walmartimages.com/asr/6efd6c96-0814-431d-8c9b-3c2beb7e536b_1.1d13662e506ead65c596a67929a724f9.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff|https://i5.walmartimages.com/asr/6efd6c96-0814-431d-8c9b-3c2beb7e536b_1.1d13662e506ead65c596a67929a724f9.jpeg?odnHeight=2000&odnWidth=2000&odnBg=ffffff
33,Youpin Garlic Grinder Manual Food Chopper Shredder Hand Pull Cutter for Vegetables Meat,Jordan Judy,"Before you order, please note it: This is Ecological chain brand product, shipping without packing and no any on it. Thanks for your understanding. Descrption: The garlic grinder machine is a crucial step in cooking.  This garlic powder making machine is equipped with a cap to acrid smell. Features: The stainless steel blade is sturdy and durable, and can be efficiently cut 500ml capacity to contain different kinds of food This garlic shredder crushes garlic, chopped ginger, chopped onions, chopped peppers, tomatoes, nuts, vegetables and fruits Manual pull ring, no battery, save time and effort, and protect the environment Keep the kitchen and safe Easy to rinse under running water Specifications: Product name: Manual garlic grinder Material: Blade holder: HDPE                Blade: SUS420J2                Screw: SUS304                Base: PS Silicone                Lid: PP ABS Color: Light grey product size: 125*95mm / 4.9*3.7inches    Capacity: 500mL Package size: 130*130*100mm / 5.1*5.1*3.9inches  Package weight: 200g Note: Please rinse the grinder after using immediately. Package list: 1 * Blade holder 1 * Transparent base 1 * Cap",22.90,https://i5.walmartimages.com/asr/eb1a6715-7aa8-4d42-88e6-798cb9011726.b02ccefe5c1617b82388a484eaf8f977.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff|https://i5.walmartimages.com/asr/eb1a6715-7aa8-4d42-88e6-798cb9011726.b02ccefe5c1617b82388a484eaf8f977.jpeg?odnHeight=2000&odnWidth=2000&odnBg=ffffff
34,Food Grade Vacuum Silicone Storage Bag Food Packaging Ziplock Bag,BANSHEN,"Features:  Non-toxic, odor-free, environmentally friendly; a healthy alternative to plastic storage bags and containers. Completely sealed, no longer need to worry about leaks. Durable and reusable, it can be used thousands of times. Suitable for storing any solids and liquids such as fruits, vegetables, meat, milk, beverages, etc. Specifications: Uses: home decoration, hotel Material: Silicone color:white,blue,green Package Included: 1 x Ziplock Bag Note:   1. Please allow slight error due to manual measurement. Thanks for your understanding.  2. Monitors are not calibrated same item color displayed in photos may be showing slightly different from the real object. Please take the real one as standard.",11.93,https://i5.walmartimages.com/asr/9bb36b54-59e6-4563-928a-f19cbe4eb4ac.2face3a7d80d11e0377256ce427ee71c.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff|https://i5.walmartimages.com/asr/9bb36b54-59e6-4563-928a-f19cbe4eb4ac.2face3a7d80d11e0377256ce427ee71c.jpeg?odnHeight=2000&odnWidth=2000&odnBg=ffffff
35,370983 0.375 x 2.75 in. Zinc-Plated Steel Wedge Anchor Box of 25,Homecare Products,"Features. Bit size = rawl stud dia. . Min imbed- 1/4''=1-1/8'', 3/8'' =1-3/4'', 1/2''= 2-14'', 5/8''= 2-7/8'',3/4'' = 3-3/8''. . Zinc plated steel. . Boxed. . 3/8'' x 2-3/4''. . Box of 25Specifications. Dimension: 2.6'' H x 3.3'' W x 4.3'' L. Weight: 2.4 lbs- SKU: ZX9ACHR16394",38.78,https://i5.walmartimages.com/asr/413ba14f-8095-45a7-ab55-f2e6c7ab7d0a_1.0f3ead09196c75e0326fc0eaa8a00744.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff|https://i5.walmartimages.com/asr/413ba14f-8095-45a7-ab55-f2e6c7ab7d0a_1.0f3ead09196c75e0326fc0eaa8a00744.jpeg?odnHeight=2000&odnWidth=2000&odnBg=ffffff
36,Electric Water Dispenser Portable Smart Wireless Gallon Drinking Bottle Switch,AIDM,"Features: Automatic electric suction device is very convenient and useful. Ideal for the office, home, kitchen, schooland so on. Suitable for pure bottled drinking water, compatible with most of 4.5L, 5L, 7.5L, 10L, 11.3L, 15L, and 18.9L bottles. Charging by USB cable. Only need 3-4 hours to be fully charged. Descriptions: Food grade silicone tube, odor-free, non-toxic, healthy. Design removable tube for easy cleaning. Press the switch gently, operating at once. Specification: Color: white, black Material: food-grade silicone, 304 stainless steel, ABS Size: 130x75mm Rated voltage: 5V Rated power: 4W Rated frequency: 50Hz Power interface: USB First charging time: about 3-4 hours Package Included: 1 x Main Engine 1 x Outlet Pipe 1 x Inlet Pipe 1 x Charging Cable 1 x User Manual Notes:    1.Due to the difference between different monitors, the picture may not reflect the actual color of the item. We guarantee the style is the same as shown in the pictures. 2.Due to the manual measurement and different measurement methods, please allow 1-3cm deviation. Thanks!",23.26,https://i5.walmartimages.com/asr/f5a54d62-6ad4-46c1-a85d-281c2ed47f12_1.8fb0e761b8942f0768fd7df273044866.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff|https://i5.walmartimages.com/asr/f5a54d62-6ad4-46c1-a85d-281c2ed47f12_1.8fb0e761b8942f0768fd7df273044866.jpeg?odnHeight=2000&odnWidth=2000&odnBg=ffffff
37,Jeir 5 PACKS Safe Handheld Spring Roller Women Face Facial Hair Removal Epilator Beauty Epilator Epi Roller Face Care Massager blue,Jeir,"Features: 100% brand new and high quality. No chemical, it suitable for all women. Removes hair at the root for a longer lasting hair-free complexion. Removes unwanted facial hair, let your skin feeling soft. Natural,safe and convenient.  Specifications: Material: ABS resin and stainless steel spring Color:red/blue Product size:150*90mm Package Include: 1 x Facial Epilator Notes: 1. Due to the difference between different monitors, the picture may not reflect the actual color of the item. We guarantee the style is the same as shown in the pictures. 2. Due to personal measurement technique is different, there may be 1-3 cm error of the physical.Thank you!",24.48,https://i5.walmartimages.com/asr/78f5776e-0dc8-4c3a-85b3-e91e582bf5b9.0733592c29352c46b9805556b805b2ee.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff|https://i5.walmartimages.com/asr/78f5776e-0dc8-4c3a-85b3-e91e582bf5b9.0733592c29352c46b9805556b805b2ee.jpeg?odnHeight=2000&odnWidth=2000&odnBg=ffffff
38,Carbide Tipped Chucking Reamer Straight Flute - 0.531 dia. x 2 Flute Length x 8 OAL x No.1 Morse Taper Shank with 6 Flutes - Series 770,Homecare Products,Features. Constructed with modified material for maximum durability. Precision-machined guarantee compatibility with precision. Compatible with most other tools . Offers strong grasp and grip. Chucking Reamer. Taper Shank. Straight Flute. Carbide Tipped. 19/32'' Dia x 2'' Flute Length x 8'' OAL x No.1 Morse Taper Shank With 6 Flutes. Series 770- SKU: ZX9FDTL7053,126.81,https://i5.walmartimages.com/asr/d9403f85-431a-4c49-b00f-f4a3b15cdf62_1.3a7bbf442009ff76b3beb32ed52a2a1e.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff|https://i5.walmartimages.com/asr/d9403f85-431a-4c49-b00f-f4a3b15cdf62_1.3a7bbf442009ff76b3beb32ed52a2a1e.jpeg?odnHeight=2000&odnWidth=2000&odnBg=ffffff
39,Inflatable Drink Floats Mini Floating Pool Drink Cup Holders for Water Drinks Beer Bottle Kids Bath Toys,ACCEDE,"Features: Unique donut shape  The designs of donut shape looks cute and beautiful, will be satisfy your demands. Inflatable These floating cup holders are perfect size that holds the cups upright when floating in the pool. Reusable   After using, let out the air and put inflatable cup holder in a ventilated place to dry it. These pool drink holders are easy to store and can be reused. Applications This drink floats are perfect for beach party, pool party, corporate parties, weddings, and so on. These pool float holders also can be children's pools or bath toys, or decorations in your photos shooting. Specifications: Type: Inflatable Drink Cup Holder Color: Brown/Red/ Purple Shape: doughnut Material: PVC Quantity: 1 pc  Height: About: 6.5 cm - 22 cm Diameter: 17cm-20cm Central diameter: 6.5cm Net weight: 50g/1.76oz  Packages: 1* Inflatable Drink Cup Holder",10.07,https://i5.walmartimages.com/asr/1a214041-c436-4599-96be-63fbf388f998.ab52c73997bb53a11b08f003429e27ef.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff|https://i5.walmartimages.com/asr/1a214041-c436-4599-96be-63fbf388f998.ab52c73997bb53a11b08f003429e27ef.jpeg?odnHeight=2000&odnWidth=2000&odnBg=ffffff
40,471 2.25 In. Switch Box,Homecare Products,"Beveled corner box, designed to prevent the clamp screws from protruding into back wall. Features. Non-metallic sheathed cable clamps.. Acceptable for use in 2-hour rated walls.. Four cable knockouts (end).. One .5 in. conduit knockout (bottom).. No bracket, clamp screws through beveled corners.. Size - 2.25 in.. Item Weight - .53 lbs.- SKU: ZX9ORGL17304",21.96,https://i5.walmartimages.com/asr/86df291d-7e0e-466f-b5be-960c98d154f9_1.215e34de7c8a912da1ddde6b49ad382e.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff|https://i5.walmartimages.com/asr/86df291d-7e0e-466f-b5be-960c98d154f9_1.215e34de7c8a912da1ddde6b49ad382e.jpeg?odnHeight=2000&odnWidth=2000&odnBg=ffffff
41,1 X Clear Plastic Storage Box Spaghetti Noodle Food Storage Bottle-Container,KDYOOE,"Features: *Cylinder Shaped Noodle Container Spaghetti Canister Cereal Crisper Grains Box *Designed for storage of noodles and spaghetti. *Also suit for melon seeds, nuts, etc. *Just simply and easily rotate the lid. *Clear body design for visibility. Specifications: *Color: Khaki, Light Blue, Light Green (As pictures show) *Material: Plastic *Dimension: approx. 10.5*28.6cm *Weight: approx. 140g Package Contents: 1 * Noodle Container (Container ONLY) Note:The real color of the item may be slightly different from the pictures shown on website caused by many factors such as brightness of your monitor and light brightness.",22.90,https://i5.walmartimages.com/asr/457fc492-130d-42da-a17d-cbdf41722184.c67e8a8e096bb72fceef7e6a89463f79.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff|https://i5.walmartimages.com/asr/457fc492-130d-42da-a17d-cbdf41722184.c67e8a8e096bb72fceef7e6a89463f79.jpeg?odnHeight=2000&odnWidth=2000&odnBg=ffffff
42,Carbide Tipped Chucking Reamer Straight Flute - 0.625 dia. x 2 Flute Length x 9 OAL x No.2 Morse Taper Shank with 6 Flutes - Series 770,Homecare Products,Features. Constructed with modified material for maximum durability. Precision-machined guarantee compatibility with precision. Compatible with most other tools . Offers strong grasp and grip. Chucking Reamer. Taper Shank. Straight Flute. Carbide Tipped. 5/8'' Dia x 2'' Flute Length x 9'' OAL x No.2 Morse Taper Shank With 6 Flutes. Series 770- SKU: ZX9FDTL7054,138.59,https://i5.walmartimages.com/asr/22671268-e9c2-4fd1-86e0-4908d72acea1_1.3a7bbf442009ff76b3beb32ed52a2a1e.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff|https://i5.walmartimages.com/asr/22671268-e9c2-4fd1-86e0-4908d72acea1_1.3a7bbf442009ff76b3beb32ed52a2a1e.jpeg?odnHeight=2000&odnWidth=2000&odnBg=ffffff
43,"Expanding Chucking Reamer Straight Flute, High Speed Steeel - 2.50 dia. x 2.75 Flute Length x 14.50 OAL - Series 760C x No.5 Morse Taper Shank",Homecare Products,Features. Constructed with modified material for maximum durability. Precision-machined guarantee compatibility with precision. Compatible with most other tools . Offers strong grasp and grip. Expanding Chucking Reamer. Taper Shank. Straight Flute. High Speed Steel. 2 1/8'' Dia x 2 3/4'' Flute Length x 14 1/2'' OAL. Series 760C x No.5 Morse Taper Shank- SKU: ZX9FDTL4754,620.07,https://i5.walmartimages.com/asr/a760fbdd-f833-4fd8-8145-4c70d034196f_1.125aabce1719fc87822c7cba6c262893.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff|https://i5.walmartimages.com/asr/a760fbdd-f833-4fd8-8145-4c70d034196f_1.125aabce1719fc87822c7cba6c262893.jpeg?odnHeight=2000&odnWidth=2000&odnBg=ffffff
44,Siberian Husky St Patricks Tall Boy Beverage Insulator Hugger,CoolCookware,Siberian Husky St Patricks Tall Boy Beverage Insulator Hugger We offer the largest and freshest assortment of home decor for both inside and outside the home. Our Products are made from durable material and also the perfect decoration for home. Features. Fits 22 oz to 24 oz cans or pint bottles. Great collapsible beverage insulator for Energy Drinks or large Iced Tea beverages. Great to keep track of your beverage and add a bit of flair to a gathering. Wash the hugger in your dishwasher or clothes washer. Design will not come offSpecifications. Weight: 0.3 lbs- SKU: ZX9CRLT167955,23.08,https://i5.walmartimages.com/asr/f6ab28b6-f44e-4793-9427-89dbae539e7a_1.ca655edffab98a9de2d34b9d87bdb8b4.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff|https://i5.walmartimages.com/asr/f6ab28b6-f44e-4793-9427-89dbae539e7a_1.ca655edffab98a9de2d34b9d87bdb8b4.jpeg?odnHeight=2000&odnWidth=2000&odnBg=ffffff
45,White Square Foldable Washable Mesh Food Cover Table Cover Vegetable Cover,AYRES TECHNOLOGY INC,"Features: 1. Help keep flies, mosquitoes, bees and other insects away from food 2. Foldable and washable 3. Pop-up mesh screen food cover tent picnic barbecue board umbrella protector 4. Made of high quality materials for durability Provides smooth air circulation, allowing you to clearly see the items in the umbrella Specifications: Material mesh Size: 12-inch, 14-inch, 16-inch, 18-inch color: White Package Included: 1 * food cover Notes: 1. Due to differences between different displays, the picture may not reflect the actual color of the item. 2. Physical errors may exist due to different personal measurement techniques. Thank you!",12.63,https://i5.walmartimages.com/asr/cf240f65-8025-4643-a4a9-ce081fa30028.72453667c61baa1f1378383e056bee10.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff|https://i5.walmartimages.com/asr/cf240f65-8025-4643-a4a9-ce081fa30028.72453667c61baa1f1378383e056bee10.jpeg?odnHeight=2000&odnWidth=2000&odnBg=ffffff
